timestamp,attack_type,severity,details
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 84%"
2026-03-27 02:54:01,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.91, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 94%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.87, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.83, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.80, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.77, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 02:54:01,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.74, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.71, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.69, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC DF:31:1A:DE:EC:73 sent excessive deauth frames (window ratio=0.67, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID DF:31:1A:DE:EC:73 (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 76%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.65, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 92%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.62, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 92%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.61, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.59, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.57, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.56, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.54, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.53, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.51, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C5:35:C7:4E:8C:47 sent excessive deauth frames (window ratio=0.50, count=0)"
2026-03-27 02:54:01,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 82%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C2:ED:F5:40:B8:B3 sent excessive deauth frames (window ratio=0.49, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 92%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC 8D:28:B3:7A:E3:27 sent excessive deauth frames (window ratio=0.48, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC CA:FD:53:E1:09:99 sent excessive deauth frames (window ratio=0.47, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC ED:44:DD:65:41:44 sent excessive deauth frames (window ratio=0.45, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC D0:F6:CF:A1:73:EF sent excessive deauth frames (window ratio=0.44, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 98%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C1:6D:E5:3C:26:B1 sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC 48:7D:A0:14:F6:96 sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC 42:50:73:F5:97:5A sent excessive deauth frames (window ratio=0.42, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C2:ED:F5:40:B8:B3 sent excessive deauth frames (window ratio=0.41, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 96%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC 8D:28:B3:7A:E3:27 sent excessive deauth frames (window ratio=0.40, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC CA:FD:53:E1:09:99 sent excessive deauth frames (window ratio=0.38, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 94%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC ED:44:DD:65:41:44 sent excessive deauth frames (window ratio=0.36, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC D0:F6:CF:A1:73:EF sent excessive deauth frames (window ratio=0.34, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 96%"
2026-03-27 02:54:01,Deauthentication Attack,High,"MAC C1:6D:E5:3C:26:B1 sent excessive deauth frames (window ratio=0.32, count=0)"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 02:54:01,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 02:54:01,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 5D:50:0B:3A:FF:7A (known BSSIDs: 39:21:A4:CF:BB:3E)"
2026-03-27 02:54:01,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 96%"
2026-03-27 02:54:01,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 19:51:51,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=1)"
2026-03-27 19:51:51,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-27 19:51:51,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=2)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 94%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=3)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=4)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=5)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=6)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=7)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 96%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=8)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 92%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=9)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=10)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=11)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=12)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=13)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=14)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=15)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=16)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=17)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=18)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=19)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC E6:5F:63:F8:CE:BB sent excessive deauth frames (window ratio=1.00, count=20)"
2026-03-27 19:51:52,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.95, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 82%"
2026-03-27 19:51:52,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.91, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 94%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.87, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 98%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.83, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.80, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.77, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.74, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.71, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 98%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.69, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 96%"
2026-03-27 19:51:52,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 50:18:03:6C:B9:46 sent excessive deauth frames (window ratio=0.67, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID 50:18:03:6C:B9:46 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 78%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.65, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 88%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.62, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 92%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.61, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.59, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.57, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.56, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.54, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.53, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.51, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 96%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 4B:2D:65:9E:CD:5F sent excessive deauth frames (window ratio=0.50, count=0)"
2026-03-27 19:51:52,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 80%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 2F:9F:E8:BF:E8:08 sent excessive deauth frames (window ratio=0.49, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID ED:FF:A0:B7:AE:95 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 90%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC 39:FD:A3:EE:EC:61 sent excessive deauth frames (window ratio=0.48, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID ED:FF:A0:B7:AE:95 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 98%"
2026-03-27 19:51:52,Deauthentication Attack,High,"MAC C8:FE:93:F5:17:14 sent excessive deauth frames (window ratio=0.47, count=0)"
2026-03-27 19:51:52,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID ED:FF:A0:B7:AE:95 (known BSSIDs: 8F:5E:F9:71:14:B8)"
2026-03-27 19:51:52,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
